pregunta,kcal_real,texto_ref,respuesta_rag,kcal_rag,mape_rag,error_abs_rag,coseno_rag,tiempo_rag,clasif_rag,respuesta_gpt,kcal_gpt,mape_gpt,error_abs_gpt,coseno_gpt,tiempo_gpt,clasif_gpt,respuesta_claude,kcal_claude,mape_claude,error_abs_claude,coseno_claude,tiempo_claude,clasif_claude,tokens_in_rag,tokens_out_rag,tokens_in_gpt,tokens_out_gpt,tokens_in_claude,tokens_out_claude,score_similitud_rag,chunks_recuperados_rag,kcal_fuente_rag,claude_model_usado
¿Cuántas calorías y fibra tiene la avena? ¿Qué beneficio tiene para diabéticos?,333,La avena contiene 333 kcal y 10.6g de fibra beta-glucano por 100g según la TPCA. El beta-glucano forma un gel viscoso en el intestino que retarda la absorción de glucosa. RECOMENDADO para DM2 con IG 55. Reduce la hemoglobina glicosilada HbA1c.,"La avena contiene 380 kcal por 100g según la TPCA CENAN/INS. Además, aporta 10.6g de fibra por cada 100g.

La avena es beneficiosa para personas con diabetes tipo 2 por varias razones:

1. **Fibra**: La avena es rica en fibra soluble, que ayuda a ralentizar la absorción de glucosa en el torrente sanguíneo, lo que puede ayudar a mantener niveles de azúcar en sangre más estables.

2. **Índice Glucémico**: Tiene un índice glucémico bajo (IG=55), lo que significa que causa un aumento gradual de la glucosa en sangre en lugar de un pico rápido.

3. **Nutrientes**: La avena también es una buena fuente de proteínas y otros nutrientes esenciales, lo que contribuye a una dieta equilibrada.

Incluir avena en tu alimentación puede ser una excelente opción para controlar la glucemia. ¡Recuerda siempre consultar con tu médico o nutricionista para personalizar tu dieta!",381.0,14.414414414414415,48.0,0.3082956042877071,7826.422199999797,Aceptable,"Calorías: 389 kcal  
La avena contiene aproximadamente 389 calorías por cada 100 gramos. Además, es rica en fibra, especialmente en beta-glucanos, que pueden ayudar a regular los niveles de azúcar en sangre. Para los diabéticos, la avena es beneficiosa porque su fibra soluble puede mejorar la sensibilidad a la insulina y reducir los picos de glucosa después de las comidas. Sin embargo, es importante consumirla en porciones adecuadas.",389.0,16.816816816816818,56.0,0.18234433035154635,3861.816500000714,Aceptable,"Calorías: 389 kcal

Por cada 100 gramos de avena cruda, contiene aproximadamente 389 calorías y 10.6 gramos de fibra.

Para diabéticos, la avena ofrece beneficios importantes: su alto contenido en fibra soluble (especialmente beta-glucanos) ralentiza la absorción de glucosa, ayudando a mantener niveles de azúcar más estables. Esto reduce picos de glucemia después de las comidas. Además, contribuye a mejorar la sensibilidad a la insulina y favorece la saciedad, lo que puede ayudar en el control del peso.

Se recomienda consumir avena integral sin azúcares añadidos. Aunque es beneficiosa, debe incluirse dentro de un plan de alimentación equilibrado supervisado por un profesional de salud.",389.0,16.816816816816818,56.0,0.2389715609046589,2451.0593000013614,Aceptable,4709.0,216.0,200.0,98.0,256.0,209.0,0.5118,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la avena envasada? ¿Es una buena opción de desayuno para un diabético?,380,"La avena envasada contiene 380 kcal por 100g según la TPCA. Aporta 13.7g de proteínas, 4.7g de grasas y 71.3g de carbohidratos. IG 55, RECOMENDADO para desayuno DM2. Combinar con tarwi o kiwicha mejora el perfil proteico.","La avena envasada contiene 380.0 kcal por 100g según la TPCA CENAN/INS. 

Sí, la avena es una buena opción de desayuno para un diabético. Tiene un Índice Glucémico (IG) de 55, lo que la clasifica como un alimento de IG bajo, recomendado para personas con diabetes. Además, la avena es rica en fibra, lo que ayuda a ralentizar la absorción de glucosa en el torrente sanguíneo, contribuyendo a un mejor control de los niveles de azúcar. 

Recuerda siempre combinarla adecuadamente con otros alimentos y seguir el orden de consumo para maximizar sus beneficios. ¡Excelente decisión incluir avena en tu desayuno!",380.0,0.0,0.0,0.2811595197584003,8303.604799999448,Excelente,"Calorías: 389 kcal  
La avena envasada, en general, contiene alrededor de 389 kcal por cada 100 gramos. Es una buena opción de desayuno para diabéticos, ya que tiene un índice glucémico bajo, lo que ayuda a controlar los niveles de azúcar en sangre. Además, es rica en fibra, lo que favorece la saciedad y la salud digestiva. Sin embargo, es importante elegir avena sin azúcares añadidos y controlar las porciones.",389.0,2.368421052631579,9.0,0.1250587848638584,3360.2615000017977,Excelente,"Calorías: 389 kcal

La avena envasada típicamente contiene alrededor de 389 kcal por cada 100 gramos de producto seco. El contenido exacto varía según la marca y si incluye azúcares añadidos.

Para un diabético, la avena puede ser una buena opción si se elige correctamente. La avena integral tiene un índice glucémico moderado y aporta fibra soluble, que ayuda a controlar los picos de glucosa. Sin embargo, debe evitarse la avena con azúcares añadidos y prepararse con porciones controladas (30-40 gramos). Lo ideal es combinarla con proteína (huevo, yogur natural) para mejorar la respuesta glucémica.

Consulta siempre con tu médico o nutricionista para personalizar según tu situación específica.",389.0,2.368421052631579,9.0,0.18199802188381586,3415.4228000006697,Excelente,4628.0,151.0,205.0,103.0,260.0,215.0,0.5,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la lenteja cruda por 100 gramos según la TPCA?,353,"La lenteja cruda contiene 353 kcal por 100g según la TPCA CENAN/INS. Aporta 25.8g de proteínas, 1.8g de grasas y 60.1g de carbohidratos. Tiene 11.4g de fibra dietaria. IG 29, muy bajo.",La lenteja cruda contiene 353.0 kcal por 100g según la TPCA CENAN/INS.,353.0,0.0,0.0,0.4307453949962822,6621.304599997529,Excelente,"Calorías: 352 kcal  
Las lentejas crudas contienen aproximadamente 352 calorías por cada 100 gramos. Este valor puede variar ligeramente según la variedad de lenteja, pero en general, son una fuente rica en proteínas y fibra, lo que las convierte en un alimento muy nutritivo. Sin embargo, es importante cocinarlas antes de consumirlas, ya que crudas pueden ser difíciles de digerir.",352.0,0.28328611898017,1.0,0.11414117789329407,3044.8594000008598,Excelente,"Calorías: 353 kcal

La lenteja cruda contiene aproximadamente 353 calorías por cada 100 gramos según datos de composición de alimentos. Este valor corresponde a la lenteja en su estado seco, antes de cocinar.

Es importante notar que al cocinar las lentejas, el contenido calórico por 100 gramos disminuye significativamente debido a la absorción de agua durante la cocción, resultando en alrededor de 116 kcal por 100 gramos de lenteja cocida.

Las lentejas son una excelente fuente de proteína vegetal, fibra y minerales como hierro y zinc.",353.0,0.0,0.0,0.22932366933535625,2034.283699998923,Excelente,3985.0,25.0,200.0,86.0,254.0,167.0,0.5167,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la lenteja cocida? ¿Con qué frecuencia la puede comer un diabético?,114,"La lenteja cocida contiene 114 kcal por 100g según la TPCA. Aporta 8.4g de proteínas, 0.6g de grasas y 19.5g de carbohidratos. IG 29, muy bajo. RECOMENDADO 3-4 veces por semana para DM2. Excelente fuente de proteína vegetal y hierro.","La lenteja cocida contiene 114.0 kcal por 100g según la TPCA CENAN/INS. 

En cuanto a la frecuencia de consumo, las lentejas son una excelente opción para personas con diabetes tipo 2, ya que tienen un índice glucémico muy bajo (IG=29) y son ricas en fibra, lo que ayuda a controlar los niveles de glucosa en sangre. Puedes incluir lentejas en tu dieta de 2 a 3 veces por semana, combinándolas con verduras y proteínas magras para una comida balanceada. ¡Recuerda siempre consultar con tu médico o nutricionista para personalizar tu plan alimenticio!",114.0,0.0,0.0,0.25222217702764244,8520.774800002982,Excelente,"Calorías: 116 kcal  
Las lentejas cocidas tienen aproximadamente 116 calorías por cada 100 gramos. Son una excelente fuente de proteínas y fibra, lo que las hace adecuadas para una dieta equilibrada. Un diabético puede incluir lentejas en su dieta, ya que tienen un bajo índice glucémico. Se recomienda consumirlas de forma regular, pero siempre en porciones controladas y como parte de una alimentación variada. Es importante consultar con un profesional de la salud para personalizar la dieta.",116.0,1.7543859649122806,2.0,0.13942658939902217,3382.117400000425,Excelente,"Calorías: 116 kcal

Por cada 100 gramos de lenteja cocida sin sal añadida, contiene aproximadamente 116 calorías.

Las lentejas son excelentes para diabéticos porque tienen bajo índice glucémico y son ricas en fibra, lo que ralentiza la absorción de glucosa. Pueden consumirse regularmente, incluso diariamente, en porciones moderadas (una taza cocida, unos 200g).

Lo importante es controlar la cantidad total de carbohidratos en la comida y combinarlas con proteína y grasas saludables. Se recomienda que el diabético consulte con su médico o nutricionista para ajustar las porciones según su plan de control glucémico personal.",116.0,1.7543859649122806,2.0,0.16177812719186355,2351.3185999981943,Excelente,4519.0,135.0,203.0,106.0,259.0,188.0,0.4757,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías y proteínas tiene la lenteja? ¿Es una buena fuente de hierro para diabéticos?,353,La lenteja cruda aporta 353 kcal y 25.8g de proteínas por 100g según la TPCA. Contiene 7.6mg de hierro y 11.4g de fibra. Su IG de 29 la hace ideal para DM2. RECOMENDADO como sustituto de la carne roja en la dieta del diabético.,"La lenteja contiene 353.0 kcal por 100g según la TPCA CENAN/INS, y aporta 25.8g de proteínas. 

Además, las lentejas son una buena fuente de hierro, lo que puede ser beneficioso para personas con diabetes, ya que el hierro es esencial para la producción de glóbulos rojos y el transporte de oxígeno en el cuerpo. Sin embargo, es importante consumirlas en combinación con alimentos ricos en vitamina C para mejorar la absorción del hierro. 

Recuerda siempre consultar con tu médico o nutricionista antes de hacer cambios en tu dieta. ¡Cada elección cuenta!",353.0,0.0,0.0,0.298219594953107,8734.324500001094,Excelente,"Calorías: 116 kcal  
Las lentejas contienen aproximadamente 116 calorías por cada 100 gramos cocidos. Además, son una buena fuente de proteínas, aportando alrededor de 9 gramos por cada 100 gramos. En cuanto al hierro, las lentejas son ricas en este mineral, lo que las convierte en una opción beneficiosa para personas con diabetes, ya que también tienen un bajo índice glucémico. Sin embargo, es importante considerar la cantidad total de carbohidratos en la dieta.",116.0,67.13881019830028,237.0,0.14800136351435084,3130.628999999317,Revisar,"Calorías: 116 kcal

Por cada 100 gramos de lentejas cocidas, contienen aproximadamente 116 calorías y 9 gramos de proteína. Son una excelente fuente de hierro (3.3 mg por 100g cocidas), especialmente importante para diabéticos que necesitan nutrientes densos.

Las lentejas son ideales para diabéticos porque tienen bajo índice glucémico, son ricas en fibra (8g por 100g) que ralentiza la absorción de glucosa, y aportan proteína vegetal de calidad. El hierro que contienen es de tipo no-hemo (vegetal), que se absorbe mejor acompañado de vitamina C.

Son una de las mejores legumbres para incluir en dietas diabéticas por su perfil nutricional equilibrado.",116.0,67.13881019830028,237.0,0.20263554887935828,2655.967500002589,Revisar,4274.0,130.0,203.0,104.0,261.0,205.0,0.4763,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el camote amarillo crudo por 100 gramos?,105,"El camote amarillo crudo contiene 105 kcal por 100g según la TPCA CENAN/INS. Aporta 1.6g de proteínas, 0.3g de grasas y 24.3g de carbohidratos. Tiene 3.0g de fibra dietaria.",El camote amarillo crudo contiene 105.0 kcal por 100g según la TPCA CENAN/INS.,105.0,0.0,0.0,0.4707928019964517,6805.175500001496,Excelente,"Calorías: 86 kcal  
El camote amarillo crudo contiene aproximadamente 86 calorías por cada 100 gramos. Es un alimento nutritivo, rico en carbohidratos complejos, fibra y varios micronutrientes, lo que lo convierte en una excelente opción para una dieta equilibrada. Además, su sabor dulce y versatilidad en la cocina lo hacen popular en diversas preparaciones.",86.0,18.095238095238095,19.0,0.07838008405597038,2890.4277000001457,Aceptable,"Calorías: 86 kcal

El camote amarillo crudo contiene aproximadamente 86 calorías por cada 100 gramos. Este tubérculo es una buena fuente de carbohidratos complejos, fibra dietética y vitaminas, especialmente vitamina A en forma de betacaroteno. Es bajo en grasas y proteínas, lo que lo convierte en un alimento ligero pero nutritivo. El contenido calórico puede variar ligeramente según la variedad específica y las condiciones de cultivo, pero este valor es representativo para el camote amarillo en su estado crudo.",86.0,18.095238095238095,19.0,0.19206041739221946,3185.6102000019746,Aceptable,4631.0,26.0,197.0,81.0,249.0,152.0,0.5508,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el camote? ¿Es mejor que la papa para un paciente con diabetes tipo 2?,105,"El camote tiene 105 kcal/100g con IG 54, mejor que la papa blanca (97 kcal, IG 70). El camote es RECOMENDADO para DM2 por su menor IG y mayor contenido de betacarotenos. La papa blanca es LIMITAR por su alto IG que eleva la glucosa rápidamente.","El camote amarillo contiene 105.0 kcal por 100g según la TPCA CENAN/INS. 

En cuanto a si es mejor que la papa para un paciente con diabetes tipo 2, el camote tiene un Índice Glucémico (IG) de 54, que es considerado bajo, mientras que la papa generalmente tiene un IG más alto, dependiendo del tipo y la preparación. Esto significa que el camote puede ser una mejor opción, ya que su consumo tiende a provocar un aumento más gradual de la glucosa en sangre. Además, el camote aporta más fibra (3.0g por 100g) que muchas variedades de papa, lo que también ayuda a controlar los niveles de glucosa.

Recuerda que siempre es importante consultar con tu médico o nutricionista antes de hacer cambios en tu dieta. ¡Cada decisión cuenta!",105.0,0.0,0.0,0.32064950433231026,10266.356699998141,Excelente,"Calorías: 86 kcal  
El camote, también conocido como batata, tiene aproximadamente 86 calorías por cada 100 gramos. En comparación con la papa, el camote tiene un índice glucémico más bajo, lo que significa que puede causar un aumento más gradual en los niveles de azúcar en sangre. Esto lo convierte en una opción más favorable para pacientes con diabetes tipo 2. Sin embargo, es importante considerar la cantidad y el método de cocción.",86.0,18.095238095238095,19.0,0.15746866635498522,3238.0350999992515,Aceptable,"Calorías: 86 kcal

Por cada 100 gramos de camote crudo, contiene aproximadamente 86 calorías. Si está cocido, ronda las 70 kcal por 100g.

Respecto a la diabetes tipo 2: el camote tiene ventajas sobre la papa común. Aunque ambos son carbohidratos, el camote tiene un índice glucémico más bajo (alrededor de 63 vs 85 de la papa blanca) y mayor contenido de fibra, lo que ralentiza la absorción de glucosa. También aporta más vitamina A y antioxidantes.

Sin embargo, las porciones siguen siendo importantes. Un paciente diabético debe consumir ambos con moderación y preferiblemente cocidos (no fritos), acompañados de proteína y grasas saludables para minimizar picos de glucosa.

Lo ideal es que un nutricionista o endocrinólogo personalice las recomendaciones según el caso específico.",86.0,18.095238095238095,19.0,0.22577895338437415,2928.8315000012517,Aceptable,4606.0,177.0,205.0,97.0,257.0,244.0,0.5309,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el camote y qué micronutrientes aporta para diabéticos?,105,El camote amarillo contiene 105 kcal y es rico en betacarotenos (vitamina A precursora) según la TPCA. Aporta 3.0g de fibra. Su IG de 54 es moderado. RECOMENDADO para DM2 en porciones de 100-150g. Los betacarotenos tienen acción antioxidante.,"El camote amarillo contiene 105.0 kcal por 100g según la TPCA CENAN/INS. 

En cuanto a los micronutrientes, el camote amarillo aporta:

- **Proteínas:** 1.6g
- **Grasas:** 0.3g
- **Carbohidratos:** 24.3g
- **Fibra:** 3.0g

Además, es rico en vitamina A, que es importante para la salud ocular, y contiene minerales como potasio, que ayuda a regular la presión arterial. Su índice glucémico es de 54, lo que lo clasifica como un alimento de bajo índice glucémico, recomendado para personas con diabetes, ya que su consumo no provoca picos bruscos en los niveles de glucosa en sangre. 

¡Es una excelente opción para incluir en tu dieta!",105.0,0.0,0.0,0.29107685189362176,8597.855499996513,Excelente,"Calorías: 86 kcal  
El camote, también conocido como batata, es una fuente de carbohidratos complejos y tiene un índice glucémico más bajo que otros tubérculos, lo que lo hace adecuado para diabéticos. Aporta micronutrientes como vitamina A, vitamina C, potasio y fibra, que son beneficiosos para la salud en general. Sin embargo, la cantidad exacta de calorías puede variar según la preparación y el tamaño de la porción.",86.0,18.095238095238095,19.0,0.15097645592441458,2515.235199996823,Aceptable,"Calorías: 86 kcal

Por cada 100 gramos de camote crudo, aporta aproximadamente 86 calorías. Es una opción relativamente baja en calorías comparada con otros tubérculos.

Para diabéticos, el camote ofrece ventajas importantes: contiene fibra dietética que ralentiza la absorción de glucosa, ayudando a controlar picos de azúcar en sangre. Aporta vitamina A (betacaroteno), vitamina C, potasio y manganeso. Su índice glucémico es moderado, especialmente si se consume cocido.

Sin embargo, debe consumirse en porciones controladas dentro de un plan nutricional personalizado, ya que sigue siendo un carbohidrato. Se recomienda consultar con un nutriólogo para determinar la cantidad adecuada según el caso individual.",86.0,18.095238095238095,19.0,0.185243651122956,3042.789000002813,Aceptable,4606.0,178.0,199.0,101.0,253.0,213.0,0.5649,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el aguaymanto por 100 gramos según la TPCA?,53,"El aguaymanto contiene 53 kcal por 100g según la TPCA CENAN/INS 2025. Aporta 1.9g de proteínas, 0.7g de grasas y 11.2g de carbohidratos. Tiene 2.0g de fibra y alto contenido de vitamina C y withanólidos.",El aguaymanto contiene 51.0 kcal por 100g según la TPCA CENAN/INS.,51.0,3.7735849056603774,2.0,0.3224410333426385,7003.70870000188,Excelente,"Calorías: 74 kcal  
El aguaymanto, también conocido como physalis, tiene un contenido calórico relativamente bajo. Por cada 100 gramos, aporta aproximadamente 74 calorías. Este fruto es rico en vitaminas y antioxidantes, lo que lo convierte en una opción saludable para incluir en la dieta. Sin embargo, es importante considerar su consumo en el contexto de una alimentación equilibrada.",74.0,39.62264150943396,21.0,0.08045990420820492,2455.96480000313,Revisar,"Calorías: N/A

No tengo acceso a la TPCA (Tabla Peruana de Composición de Alimentos) en mis datos de entrenamiento. Sin embargo, según bases de datos nutricionales internacionales, el aguaymanto (physalis peruviana) contiene aproximadamente 53-70 kcal por 100 gramos, dependiendo del grado de madurez y la fuente consultada.

Para obtener el valor exacto según la TPCA, te recomiendo consultar directamente el Instituto Nacional de Salud (INS) de Perú, que es la entidad responsable de esta tabla oficial.",,,,0.2912212057113813,2272.701500001858,Sin dato,4563.0,25.0,200.0,82.0,253.0,158.0,0.5202,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene el aguaymanto y qué propiedades antioxidantes tiene para diabéticos?,53,"El aguaymanto contiene 53 kcal por 100g. Sus withanólidos tienen efecto hipoglucemiante demostrado en estudios. IG 25, muy bajo. Aporta vitamina C y antioxidantes. RECOMENDADO para DM2 como fruta de consumo regular para control de la glucosa.","El aguaymanto contiene 51.0 kcal por 100g según la TPCA CENAN/INS. 

En cuanto a sus propiedades antioxidantes, el aguaymanto es rico en vitamina C y otros compuestos fenólicos que ayudan a combatir el estrés oxidativo. Esto es especialmente beneficioso para personas con diabetes, ya que el estrés oxidativo puede contribuir a complicaciones relacionadas con la enfermedad. Además, su bajo índice glucémico (IG=25) lo convierte en una opción segura para incluir en la dieta de personas con diabetes, ayudando a mantener niveles de glucosa estables. ¡Incluir aguaymanto en tu alimentación puede ser una excelente decisión!",51.0,3.7735849056603774,2.0,0.17806922596355834,8205.603999998857,Excelente,"Calorías: 53 kcal  
El aguaymanto, también conocido como physalis, es una fruta baja en calorías y rica en nutrientes. Contiene antioxidantes como los carotenoides y polifenoles, que pueden ayudar a reducir el estrés oxidativo. Para los diabéticos, su bajo índice glucémico y su contenido de fibra pueden contribuir a un mejor control de los niveles de azúcar en sangre. Sin embargo, siempre es recomendable consultar a un profesional de la salud antes de hacer cambios en la dieta.",53.0,0.0,0.0,0.1716620017974112,2898.666199998843,Excelente,"Calorías: 49 kcal

El aguaymanto (uchuva) es una fruta andina con bajo contenido calórico por cada 100 gramos. Contiene fibra dietética que ayuda a regular la absorción de glucosa, lo cual es beneficioso para diabéticos.

Respecto a antioxidantes, posee vitamina C y compuestos fenólicos que combaten el estrés oxidativo. Sin embargo, no tengo datos TPCA específicos sobre la concentración exacta de estos antioxidantes ni estudios clínicos que demuestren su efecto directo en el control glucémico de diabéticos.

Lo recomendable es consumirlo con moderación dentro de un plan nutricional personalizado, ya que aunque es bajo en calorías, contiene azúcares naturales.",49.0,7.547169811320755,4.0,0.1487123486218056,3064.8817000001145,Excelente,4766.0,141.0,201.0,107.0,256.0,201.0,0.5294,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías y vitamina C tiene el aguaymanto? ¿Es mejor que otras frutas para diabéticos?,53,El aguaymanto aporta 53 kcal y alto contenido de vitamina C según la TPCA. Con IG 25 es mejor opción que el mango (IG 51) o la chirimoya (IG 35) para DM2. RECOMENDADO como la fruta andina más adecuada para control glucémico en DM2.,"El aguaymanto contiene 51.0 kcal por 100g según la TPCA CENAN/INS, y aporta 43.3 mg de vitamina C por la misma cantidad.

En cuanto a su idoneidad para diabéticos, el aguaymanto tiene un Índice Glucémico (IG) de 25, lo que lo clasifica como un alimento de IG bajo. Esto significa que su consumo provoca un aumento más gradual de la glucosa en sangre en comparación con frutas de IG más alto. Además, su contenido de fibra (4.9g por 100g) también ayuda a ralentizar la absorción de azúcares.

Por lo tanto, el aguaymanto es una excelente opción para personas con diabetes, especialmente en comparación con frutas de IG más alto. Sin embargo, siempre es importante considerar la variedad en la dieta y consultar con un médico o nutricionista para un plan personalizado. ¡Excelente decisión al informarte sobre tus opciones! 🍏",51.0,3.7735849056603774,2.0,0.26468331359942365,9139.412900000025,Excelente,"Calorías: 53 kcal  
El aguaymanto, también conocido como golden berry, tiene aproximadamente 53 calorías por cada 100 gramos. Es una buena fuente de vitamina C, aunque la cantidad exacta puede variar. En cuanto a su consumo para diabéticos, el aguaymanto tiene un índice glucémico bajo, lo que lo hace una opción favorable en comparación con otras frutas, pero siempre es recomendable consultar con un profesional de la salud.",53.0,0.0,0.0,0.1613484387669415,2212.4045999989903,Excelente,"Calorías: 49 kcal

El aguaymanto (uchuva) contiene aproximadamente 49 kcal por 100g. Es rico en vitamina C (alrededor de 20mg por 100g), aunque menos que la naranja o el kiwi.

Para diabéticos, el aguaymanto tiene ventajas: bajo índice glucémico, alto contenido de fibra y antioxidantes. Sin embargo, no es ""mejor"" que otras frutas de forma absoluta. Lo importante es la porción y el contexto dietético individual.

Frutas comparables para diabéticos: fresas, arándanos y manzanas verdes ofrecen perfiles similares. La recomendación debe ser personalizada según el control glucémico de cada persona.

Nota: Estos datos provienen de bases nutricionales estándar, pero no tengo fuentes TPCA específicas para el aguaymanto.",49.0,7.547169811320755,4.0,0.21268299924562864,3657.5961999988067,Excelente,4573.0,203.0,205.0,95.0,259.0,224.0,0.5612,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías tiene la palta o aguacate por 100 gramos según la TPCA?,177,"La palta o aguacate contiene 177 kcal por 100g según la TPCA CENAN/INS. Aporta 2.0g de proteínas, 17.0g de grasas (principalmente monoinsaturadas) y 6.3g de carbohidratos. Tiene 6.7g de fibra dietaria. IG 15, muy bajo.",La palta contiene 130.0 kcal por 100g según la TPCA CENAN/INS.,130.0,26.55367231638418,47.0,0.31749561081780464,7264.232100002118,Revisar,"Calorías: 160 kcal  
El aguacate, también conocido como palta, es un fruto rico en grasas saludables, principalmente ácidos grasos monoinsaturados. Por cada 100 gramos, aporta aproximadamente 160 calorías. Además, es una buena fuente de fibra, vitaminas y minerales, lo que lo convierte en un alimento nutritivo y saciante.",160.0,9.6045197740113,17.0,0.07691644819913729,2749.2066000013438,Excelente,"Calorías: 160 kcal

El aguacate o palta contiene aproximadamente 160 calorías por cada 100 gramos según datos de composición de alimentos. Este valor puede variar ligeramente dependiendo de la variedad y el grado de madurez del fruto.

Es importante notar que aunque es calórico, el aguacate es rico en grasas saludables (monoinsaturadas), fibra y diversos micronutrientes beneficiosos para la salud. No tengo acceso directo a la TPCA (Tabla Peruana de Composición de Alimentos) para confirmar el valor exacto de esa fuente específica, pero el valor reportado es consistente con bases de datos nutricionales internacionales.",160.0,9.6045197740113,17.0,0.18538176522039246,2315.3247000009287,Excelente,4427.0,23.0,202.0,76.0,255.0,184.0,0.4943,10.0,contexto,claude-haiku-4-5-20251001
¿Cuántas calorías y grasas tiene la palta? ¿Son buenas esas grasas para un diabético?,177,La palta tiene 177 kcal y 17.0g de grasas monoinsaturadas (ácido oleico) por 100g según la TPCA. Las grasas monoinsaturadas mejoran la sensibilidad a la insulina y reducen el colesterol LDL. IG 15. RECOMENDADO para DM2 en porciones de 1/4 a 1/2 palta diaria.,"La palta contiene 130.0 kcal por 100g según la TPCA CENAN/INS. Además, tiene 12.5g de grasas por cada 100g.

Las grasas de la palta son principalmente grasas monoinsaturadas, que son beneficiosas para la salud cardiovascular. Estas grasas pueden ayudar a mejorar los niveles de colesterol y son una buena opción para personas con diabetes, ya que no afectan negativamente los niveles de glucosa en sangre. Además, la palta tiene un Índice Glucémico (IG) de 15, lo que significa que es un alimento recomendado para diabéticos. 

Incluir palta en tu dieta puede ser una excelente decisión, siempre y cuando se consuma en porciones adecuadas. ¡Recuerda siempre consultar con tu médico o nutricionista para personalizar tu alimentación!",166.0,6.214689265536723,11.0,0.30088446766562227,8477.195399998891,Excelente,"Calorías: 160 kcal  
La palta, o aguacate, contiene aproximadamente 160 calorías por cada 100 gramos. En cuanto a las grasas, la mayor parte son grasas monoinsaturadas, que son consideradas saludables. Estas grasas pueden ser beneficiosas para los diabéticos, ya que ayudan a mejorar el perfil lipídico y pueden contribuir a la salud cardiovascular. Sin embargo, es importante consumirla con moderación debido a su densidad calórica.",160.0,9.6045197740113,17.0,0.1629711003383667,3195.551799999521,Excelente,"Calorías: 160 kcal

Una palta mediana (100g) contiene aproximadamente 160 calorías y 15g de grasas, principalmente insaturadas (monoinsaturadas y poliinsaturadas), que son las más saludables.

Para un diabético, estas grasas son beneficiosas porque no elevan la glucosa en sangre y ayudan a controlar la absorción de carbohidratos. La palta también aporta fibra (7g por 100g), que mejora el control glucémico.

Sin embargo, es importante controlar las porciones debido a su densidad calórica. Una porción recomendada sería un cuarto o media palta, no una completa.

Consulta siempre con tu médico o nutricionista para personalizar según tu situación específica.",160.0,9.6045197740113,17.0,0.175410757323156,3041.0258999982034,Excelente,4508.0,171.0,202.0,97.0,259.0,203.0,0.4943,10.0,contexto,claude-haiku-4-5-20251001
¿Puede comer palta un paciente con diabetes tipo 2? ¿Cuántas calorías tiene?,177,"Sí, la palta es RECOMENDADA para DM2. Contiene 177 kcal con IG 15, muy bajo. Sus grasas monoinsaturadas (17g/100g) y fibra (6.7g) no elevan la glucosa. Mejoran la sensibilidad a la insulina. Consumo recomendado: 1/4 palta (50g) por porción.","La palta contiene 130.0 kcal por 100g según la TPCA CENAN/INS. 

¡Sí, un paciente con diabetes tipo 2 puede comer palta! La palta tiene un Índice Glucémico (IG) de 15, lo que la clasifica como un alimento de IG muy bajo, recomendado para personas con diabetes. Además, es rica en grasas saludables y fibra, lo que ayuda a mantener estables los niveles de glucosa en sangre. 

Recuerda siempre consumirla en porciones adecuadas y dentro de una dieta equilibrada.",130.0,26.55367231638418,47.0,0.19569918942900777,8480.863699998736,Revisar,"Calorías: 160 kcal  
La palta, también conocida como aguacate, es una fruta rica en grasas saludables y fibra, lo que puede ser beneficioso para un paciente con diabetes tipo 2. Su bajo índice glucémico ayuda a mantener estables los niveles de azúcar en sangre. Sin embargo, es importante consumirla con moderación debido a su contenido calórico. Se recomienda consultar con un nutricionista para un plan alimenticio adecuado.",160.0,9.6045197740113,17.0,0.09163127116458113,2451.265499999863,Excelente,"Calorías: 160 kcal

Una palta mediana (100g) contiene aproximadamente 160 calorías. Sí, un paciente con diabetes tipo 2 puede consumir palta, pero con moderación.

La palta es beneficiosa porque tiene bajo índice glucémico y no eleva rápidamente el azúcar en sangre. Es rica en grasas saludables (monoinsaturadas) y fibra, que ayudan a controlar la glucemia. Sin embargo, es calórica, por lo que la porción debe ser controlada: máximo media palta al día.

Se recomienda que el paciente diabético la incluya dentro de su plan de comidas equilibrado y consulte con su nutricionista para ajustar las porciones según su caso específico.",160.0,9.6045197740113,17.0,0.18157345360753296,2343.2951000031608,Excelente,4820.0,120.0,200.0,93.0,254.0,194.0,0.5369,10.0,contexto,claude-haiku-4-5-20251001
